session date,observer_id,session id,location id,participant_id,Gender,session start,session end,observer/session/task id,What,start time,end time,elapsed time,total time,total_time(fixed_sec),Who,How,Where,ended by,multi with,num_of_multitask_fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,total overlapping time,is interrupting task?,interrupted by,num_of_interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,is session complete?
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1596,Off-Screen,0:55:41,0:57:38,0:01:57,0:01:57,117,0,0,Off-Screen,5_94_1597,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:57,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1597,Social,0:57:38,0:58:30,0:00:52,0:00:52,52,Doctor(s),Talking,ICU,user,5_94_1598,1,2,5_94_1598,0:57:44,0:58:30,,,,,,,,,0:00:46,FALSE,,0,,,,0:00:52,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1598,Direct Care,0:57:44,0:59:28,0:01:44,0:01:44,104,Patient,Talking,ICU,5_94_1600,"5_94_1597,5_94_1599",2,2,5_94_1597,0:57:44,0:58:30,2,5_94_1599,0:58:31,0:59:28,,,,,0:01:43,FALSE,,0,,,,0:01:44,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1599,Professional Communication,0:58:31,0:59:28,0:00:57,0:00:57,57,Doctor(s),Talking,ICU,5_94_1600,5_94_1598,1,2,5_94_1598,0:58:31,0:59:28,,,,,,,,,0:00:57,FALSE,,0,,,,0:00:57,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1600,Off-Screen,0:59:28,1:03:33,0:04:05,0:04:05,245,0,0,Off-Screen,5_94_1601,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:05,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1601,Direct Care,1:03:33,1:03:53,0:00:20,0:00:20,20,Patient,0,ICU,user,5_94_1602,1,2,5_94_1602,1:03:37,1:03:53,,,,,,,,,0:00:16,FALSE,,0,,,,0:00:20,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1602,Professional Communication,1:03:37,1:04:07,0:00:30,0:00:30,30,Doctor(s),Talking,ICU,5_94_1603,5_94_1601,1,2,5_94_1601,1:03:37,1:03:53,,,,,,,,,0:00:16,FALSE,,0,,,,0:00:30,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1603,In Transit,1:04:07,1:04:10,0:00:03,0:00:03,3,0,0,ICU,5_94_1604,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1604,Off-Screen,1:04:10,1:05:41,0:01:31,0:01:31,91,0,0,Off-Screen,5_94_1605,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:31,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1605,Nothing Happening,1:05:41,1:05:46,0:00:05,0:00:05,5,0,0,Nothing Happening,5_94_1606,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1606,Off-Screen,1:05:46,1:05:50,0:00:04,0:00:04,4,0,0,Off-Screen,5_94_1607,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1607,In Transit,1:05:50,1:05:59,0:00:09,0:00:09,9,0,0,ICU,5_94_1608,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1608,Off-Screen,1:05:59,1:06:05,0:00:06,0:00:06,6,0,0,Off-Screen,5_94_1609,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1609,Nothing Happening,1:06:05,1:06:09,0:00:04,0:00:04,4,0,0,Nothing Happening,5_94_1610,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1610,Off-Screen,1:06:09,1:07:26,0:01:17,0:01:17,77,0,0,Off-Screen,5_94_1611,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:17,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1611,Social,1:07:26,1:07:34,0:00:08,0:00:08,8,Other,Talking,ICU,5_94_1612,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:08,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1612,In Transit,1:07:34,1:07:44,0:00:10,0:00:10,10,0,0,Hospital,user,5_94_1613,1,2,5_94_1613,1:07:38,1:07:44,,,,,,,,,0:00:06,FALSE,,0,,,,0:00:10,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1613,Social,1:07:38,1:09:19,0:01:41,0:01:41,101,Other,Talking,ICU,5_94_1614,5_94_1612,1,2,5_94_1612,1:07:38,1:07:44,,,,,,,,,0:00:06,FALSE,,0,,,,0:01:41,,,TRUE
7/24/20,5,94,16Ep5,Bailey 1,F,0:30:50,1:11:51,5_94_1614,Off-Screen,1:09:19,1:11:51,0:02:32,0:02:32,152,0,0,Off-Screen,user,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:32,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1711,Off-Screen,0:31:10,0:31:23,0:00:13,0:00:13,13,0,0,Off-Screen,5_102_1712,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:13,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1712,In Transit,0:31:23,0:31:33,0:00:10,0:00:10,10,0,0,Hospital,5_102_1713,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:10,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1713,Nothing Happening,0:31:33,0:31:43,0:00:10,0:00:10,10,0,0,Nothing Happening,5_102_1714,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:10,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1714,Nothing Happening,0:31:43,0:31:54,0:00:11,0:00:11,11,0,0,Nothing Happening,5_102_1715,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:11,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1715,Professional Communication,0:31:54,0:32:05,0:00:11,0:00:11,11,Doctor(s),Talking,Hospital,5_102_1716,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:11,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1716,Professional Communication,0:32:05,0:32:20,0:00:15,0:00:15,15,Other,Talking,Hospital,5_102_1717,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1717,Nothing Happening,0:32:20,0:33:01,0:00:41,0:00:41,41,0,0,Nothing Happening,5_102_1718,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:41,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1718,Professional Communication,0:33:01,0:33:23,0:00:22,0:00:22,22,Doctor(s),Talking,Hospital,5_102_1719,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:22,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1719,Nothing Happening,0:33:23,0:33:29,0:00:06,0:00:06,6,0,0,Nothing Happening,5_102_1720,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1720,Off-Screen,0:33:29,0:35:49,0:02:20,0:02:20,140,0,0,Off-Screen,5_102_1721,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:20,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1721,Professional Communication,0:35:49,0:36:06,0:00:17,0:00:17,17,Doctor(s),Talking,ICU,5_102_1722,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:17,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1722,Off-Screen,0:36:06,0:36:19,0:00:13,0:00:13,13,0,0,Off-Screen,5_102_1723,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:13,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1723,Professional Communication,0:36:19,0:36:40,0:00:21,0:00:21,21,Doctor(s),Talking,ICU,5_102_1724,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:21,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1724,Professional Communication,0:36:40,0:36:55,0:00:15,0:00:15,15,Doctor(s),Talking,ICU,5_102_1725,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1725,Professional Communication,0:36:55,0:37:38,0:00:43,0:00:43,43,Doctor(s),Talking,ICU,user,5_102_1726,1,2,5_102_1726,0:37:32,0:37:38,,,,,,,,,0:00:06,FALSE,,0,,,,0:00:43,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1726,In Transit,0:37:32,0:37:39,0:00:07,0:00:07,7,0,0,ICU,5_102_1727,5_102_1725,1,2,5_102_1725,0:37:32,0:37:38,,,,,,,,,0:00:06,FALSE,,0,,,,0:00:07,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1727,In Transit,0:37:39,0:37:51,0:00:12,0:00:12,12,0,0,ICU,5_102_1729,5_102_1728,1,2,5_102_1728,0:37:45,0:37:51,,,,,,,,,0:00:06,FALSE,,0,,,,0:00:12,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1728,Professional Communication,0:37:45,0:37:51,0:00:06,0:00:06,6,Other,Talking,ICU,5_102_1729,5_102_1727,1,2,5_102_1727,0:37:45,0:37:51,,,,,,,,,0:00:06,FALSE,,0,,,,0:00:06,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1729,Off-Screen,0:37:51,0:39:34,0:01:43,0:01:43,103,0,0,Off-Screen,5_102_1730,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:43,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1730,Professional Communication,0:39:34,0:40:23,0:00:49,0:00:49,49,Doctor(s),Talking,ICU,5_102_1732,5_102_1731,1,2,5_102_1731,0:39:39,0:40:23,,,,,,,,,0:00:44,FALSE,,0,,,,0:00:49,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1731,Direct Care,0:39:39,0:40:23,0:00:44,0:00:44,44,Patient,Talking,ICU,5_102_1732,5_102_1730,1,2,5_102_1730,0:39:39,0:40:23,,,,,,,,,0:00:44,FALSE,,0,,,,0:00:44,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1732,Off-Screen,0:40:23,0:40:28,0:00:05,0:00:05,5,0,0,Off-Screen,5_102_1733,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1733,Professional Communication,0:40:28,0:40:41,0:00:13,0:00:13,13,Doctor(s),Talking,ICU,5_102_1734,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:13,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1734,Off-Screen,0:40:41,0:51:24,0:10:43,0:10:43,643,0,0,Off-Screen,5_102_1735,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:10:43,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1735,Professional Communication,0:51:24,0:51:50,0:00:26,0:00:26,26,Doctor(s),0,ICU,5_102_1737,5_102_1736,1,2,5_102_1736,0:51:29,0:51:50,,,,,,,,,0:00:21,FALSE,,0,,,,0:00:26,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1736,Direct Care,0:51:29,0:51:50,0:00:21,0:00:21,21,Patient,Talking,ICU,5_102_1737,5_102_1735,1,2,5_102_1735,0:51:29,0:51:50,,,,,,,,,0:00:21,FALSE,,0,,,,0:00:21,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1737,Off-Screen,0:51:50,0:55:00,0:03:10,0:03:10,190,0,0,Off-Screen,5_102_1738,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:10,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1738,Professional Communication,0:55:00,0:56:09,0:01:09,0:01:09,69,Doctor(s),Talking,ICU,5_102_1740,5_102_1739,1,2,5_102_1739,0:55:03,0:56:09,,,,,,,,,0:01:06,FALSE,,0,,,,0:01:09,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1739,Direct Care,0:55:03,0:56:09,0:01:06,0:01:06,66,Patient,0,ICU,5_102_1740,5_102_1738,1,2,5_102_1738,0:55:03,0:56:09,,,,,,,,,0:01:06,FALSE,,0,,,,0:01:06,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1740,Off-Screen,0:56:09,0:57:44,0:01:35,0:01:35,95,0,0,Off-Screen,5_102_1741,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:35,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1741,Direct Care,0:57:44,0:57:47,0:00:03,0:00:03,3,Doctor(s),Talking,ICU,5_102_1742,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1742,Direct Care,0:57:47,0:58:49,0:01:02,0:01:02,62,Patient,0,ICU,5_102_1744,5_102_1743,1,2,5_102_1743,0:57:55,0:58:49,,,,,,,,,0:00:54,FALSE,,0,,,,0:01:02,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1743,Professional Communication,0:57:55,0:58:49,0:00:54,0:00:54,54,Doctor(s),Talking,ICU,5_102_1744,5_102_1742,1,2,5_102_1742,0:57:55,0:58:49,,,,,,,,,0:00:54,FALSE,,0,,,,0:00:54,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1744,Off-Screen,0:58:49,1:01:16,0:02:27,0:02:27,147,0,0,Off-Screen,5_102_1745,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:27,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1745,Professional Communication,1:01:16,1:01:22,0:00:06,0:00:06,6,Doctor(s),Talking,ICU,5_102_1746,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1746,Nothing Happening,1:01:22,1:01:49,0:00:27,0:00:27,27,0,0,Nothing Happening,5_102_1747,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:27,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1747,Professional Communication,1:01:49,1:03:15,0:01:26,0:01:26,86,Doctor(s),Talking,ICU,5_102_1748,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:26,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1748,Social,1:03:15,1:04:18,0:01:03,0:01:03,63,Doctor(s),Talking,ICU,5_102_1749,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:03,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1749,Off-Screen,1:04:18,1:13:55,0:09:37,0:09:37,577,0,0,Off-Screen,5_102_1750,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:09:37,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1750,Nothing Happening,1:13:55,1:14:08,0:00:13,0:00:13,13,0,0,Nothing Happening,5_102_1751,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:13,,,TRUE
7/31/20,5,102,16Ep10,Bailey1,F,0:31:10,1:14:44,5_102_1751,Social,1:14:08,1:14:44,0:00:36,0:00:36,36,Doctor(s),Talking,Hospital,user,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:36,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1800,Off-Screen,19:30:59,19:33:37,0:02:38,0:02:38,158,0,0,Off-Screen,5_122_1801,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:38,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1801,Professional Communication,19:33:37,19:33:59,0:00:22,0:00:22,22,Patient,Talking,Hospital,5_122_1802,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:22,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1802,Professional Communication,19:33:59,19:34:08,0:00:09,0:00:09,9,Doctor(s),Talking,Hospital,5_122_1803,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1803,Professional Communication,19:34:08,19:34:14,0:00:06,0:00:06,6,Patient,Talking,Hospital,5_122_1804,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1804,Off-Screen,19:34:14,19:37:12,0:02:58,0:02:58,178,0,0,Off-Screen,5_122_1805,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:58,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1805,Professional Communication,19:37:12,19:37:47,0:00:35,0:00:35,35,Doctor(s),Talking,Hospital,5_122_1806,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:35,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1806,In Transit,19:37:47,19:37:49,0:00:02,0:00:02,2,0,0,Hospital,5_122_1807,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:02,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1807,Off-Screen,19:37:49,19:39:02,0:01:13,0:01:13,73,0,0,Off-Screen,5_122_1808,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:13,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1808,Professional Communication,19:39:02,19:40:08,0:01:06,0:01:06,66,Patient,Talking,Hospital,5_122_1809,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:06,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1809,Nothing Happening,19:40:08,19:43:36,0:03:28,0:03:28,208,0,0,Nothing Happening,5_122_1810,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:28,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1810,Professional Communication,19:43:36,19:44:11,0:00:35,0:00:35,35,Patient,Talking,Hospital,5_122_1813,"5_122_1811,5_122_1812",2,2,5_122_1811,19:43:39,19:43:56,2,5_122_1812,19:43:58,19:44:11,,,,,0:00:30,FALSE,,0,,,,0:00:35,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1811,In Transit,19:43:39,19:43:56,0:00:17,0:00:17,17,0,0,Hospital,user,5_122_1810,1,2,5_122_1810,19:43:39,19:43:56,,,,,,,,,0:00:17,FALSE,,0,,,,0:00:17,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1812,Professional Communication,19:43:58,19:44:11,0:00:13,0:00:13,13,Doctor(s),Talking,Hospital,5_122_1813,5_122_1810,1,2,5_122_1810,19:43:58,19:44:11,,,,,,,,,0:00:13,FALSE,,0,,,,0:00:13,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1813,In Transit,19:44:11,19:44:14,0:00:03,0:00:03,3,0,0,Hospital,5_122_1814,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1814,Off-Screen,19:44:14,19:46:49,0:02:35,0:02:35,155,0,0,Off-Screen,5_122_1815,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:35,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1815,Professional Communication,19:46:49,19:47:15,0:00:26,0:00:26,26,Doctor(s),Talking,ICU,5_122_1817,5_122_1816,1,2,5_122_1816,19:46:54,19:47:15,,,,,,,,,0:00:21,FALSE,,0,,,,0:00:26,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1816,Professional Communication,19:46:54,19:47:15,0:00:21,0:00:21,21,Patient,Talking,ICU,5_122_1817,5_122_1815,1,2,5_122_1815,19:46:54,19:47:15,,,,,,,,,0:00:21,FALSE,,0,,,,0:00:21,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1817,Off-Screen,19:47:15,19:47:24,0:00:09,0:00:09,9,0,0,Off-Screen,5_122_1818,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1818,Professional Communication,19:47:24,19:48:00,0:00:36,0:00:36,36,Patient,Talking,ICU,5_122_1819,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:36,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1819,Professional Communication,19:48:00,19:48:09,0:00:09,0:00:09,9,Patient,Talking,ICU,5_122_1820,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1820,Off-Screen,19:48:09,19:54:01,0:05:52,0:05:52,352,0,0,Off-Screen,5_122_1821,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:05:52,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1821,Professional Communication,19:54:01,19:54:32,0:00:31,0:00:31,31,Patient,Talking,Hospital,5_122_1822,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:31,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1822,Off-Screen,19:54:32,19:55:00,0:00:28,0:00:28,28,0,0,Off-Screen,5_122_1823,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:28,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1823,Professional Communication,19:55:00,19:55:14,0:00:14,0:00:14,14,Doctor(s),Talking,ICU,5_122_1824,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:14,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1824,Nothing Happening,19:55:14,19:55:37,0:00:23,0:00:23,23,0,0,Nothing Happening,5_122_1825,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:23,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1825,Professional Communication,19:55:37,19:55:53,0:00:16,0:00:16,16,Patient,Talking,ICU,5_122_1826,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:16,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1826,Off-Screen,19:55:53,20:02:47,0:06:54,0:06:54,414,0,0,Off-Screen,5_122_1827,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:06:54,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1827,Professional Communication,20:02:47,20:04:23,0:01:36,0:01:36,96,Patient,Talking,ICU,5_122_1828,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:36,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1828,Off-Screen,20:04:23,20:09:01,0:04:38,0:04:38,278,0,0,Off-Screen,5_122_1829,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:38,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1829,Social,20:09:01,20:09:31,0:00:30,0:00:30,30,Other,Talking,Community,5_122_1830,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:30,,,TRUE
8/14/20,5,122,16Ep15,Bailey1,F,19:30:59,20:13:29,5_122_1830,Off-Screen,20:09:31,20:13:29,0:03:58,0:03:58,238,0,0,Off-Screen,user,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:58,,,TRUE
8/23/20,5,136,16Ep21,Bailey1,F,9:23:15,10:07:18,5_136_1907,Off-Screen,9:23:15,9:23:33,0:00:18,0:00:18,18,0,0,Off-Screen,5_136_1908,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:18,,,TRUE
8/23/20,5,136,16Ep21,Bailey1,F,9:23:15,10:07:18,5_136_1908,Professional Communication,9:23:33,9:23:38,0:00:05,0:00:05,5,Doctor(s),Talking,Hospital,5_136_1909,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
8/23/20,5,136,16Ep21,Bailey1,F,9:23:15,10:07:18,5_136_1909,Off-Screen,9:23:38,9:23:41,0:00:03,0:00:03,3,0,0,Off-Screen,5_136_1910,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
