session date,observer_id,session id,location id,participant_id,Gender,session start,session end,observer/session/task id,What,start time,end time,elapsed time,total_time,total_time(fixed_sec),Who,How,Where,ended by,multi with,num_of_multitask_fragments,num_of_tasks_in_multi_1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,total overlapping time,is interrupting task?,interrupted by,num_of_interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,is session complete?
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1359,Off-Screen,23:45:52,23:48:59,0:03:07,0:03:07,187,0,0,Off-Screen,user,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:07,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1337,Off-Screen,23:33:11,23:35:17,0:02:06,0:02:06,126,0,0,Off-Screen,5_77_1338,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:06,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1333,Professional Communication,23:30:20,23:32:20,0:02:00,0:02:00,120,Doctor(s),Talking,ICU,5_77_1335,5_77_1334,1,2,5_77_1334,23:30:31,23:31:24,,,,,,,,,0:00:53,FALSE,,0,,,,0:02:00,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1153,Off-Screen,0:08:30,0:09:59,0:01:29,0:01:29,89,0,0,Off-Screen,5_74_1154,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:29,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1166,Direct Care,0:35:18,0:36:46,0:01:28,0:01:28,88,Relative (Patient),Talking,Hospital,5_74_1167,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:28,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1313,Professional Communication,23:12:29,23:13:44,0:01:15,0:01:15,75,Doctor(s),Talking,ICU,5_77_1315,5_77_1314,1,2,5_77_1314,23:12:34,23:13:44,,,,,,,,,0:01:10,FALSE,,0,,,,0:01:15,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1314,Direct Care,23:12:34,23:13:44,0:01:10,0:01:10,70,Patient,Talking,ICU,5_77_1315,5_77_1313,1,2,5_77_1313,23:12:34,23:13:44,,,,,,,,,0:01:10,FALSE,,0,,,,0:01:10,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1327,Professional Communication,23:20:43,23:21:52,0:01:09,0:01:09,69,Doctor(s),Talking,ICU,5_77_1328,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:09,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1353,Direct Care,23:43:44,23:44:48,0:01:04,0:01:04,64,Doctor(s),Talking,ICU,5_77_1355,5_77_1354,1,2,5_77_1354,23:43:48,23:44:48,,,,,,,,,0:01:00,FALSE,,0,,,,0:01:04,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1321,Professional Communication,23:15:30,23:16:30,0:01:00,0:01:00,60,Doctor(s),Talking,ICU,5_77_1323,5_77_1322,1,2,5_77_1322,23:15:38,23:16:30,,,,,,,,,0:00:52,FALSE,,0,,,,0:01:00,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1354,Professional Communication,23:43:48,23:44:48,0:01:00,0:01:00,60,Doctor(s),Talking,ICU,5_77_1355,5_77_1353,1,2,5_77_1353,23:43:48,23:44:48,,,,,,,,,0:01:00,FALSE,,0,,,,0:01:00,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1343,Off-Screen,23:40:38,23:41:36,0:00:58,0:00:58,58,0,0,Off-Screen,5_77_1344,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:58,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1350,Direct Care,23:42:45,23:43:42,0:00:57,0:00:57,57,Doctor(s),Talking,ICU,5_77_1352,"5_77_1349,5_77_1351",2,2,5_77_1349,23:42:45,23:42:55,2,5_77_1351,23:42:56,23:43:42,,,,,0:00:56,FALSE,,0,,,,0:00:57,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1334,Indirect Care,23:30:31,23:31:24,0:00:53,0:00:53,53,0,0,ICU,user,5_77_1333,1,2,5_77_1333,23:30:31,23:31:24,,,,,,,,,0:00:53,FALSE,,0,,,,0:00:53,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1322,Direct Care,23:15:38,23:16:30,0:00:52,0:00:52,52,Patient,Talking,ICU,5_77_1323,5_77_1321,1,2,5_77_1321,23:15:38,23:16:30,,,,,,,,,0:00:52,FALSE,,0,,,,0:00:52,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1338,Direct Care,23:35:17,23:36:08,0:00:51,0:00:51,51,Doctor(s),Talking,ICU,5_77_1340,5_77_1339,1,2,5_77_1339,23:35:34,23:36:08,,,,,,,,,0:00:34,FALSE,,0,,,,0:00:51,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1163,Professional Communication,0:20:57,0:21:44,0:00:47,0:00:47,47,Doctor(s),Talking,ICU,5_74_1165,5_74_1164,1,2,5_74_1164,0:21:15,0:21:44,,,,,,,,,0:00:29,FALSE,,0,,,,0:00:47,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1174,Direct Care,0:46:35,0:47:22,0:00:47,0:00:47,47,Other,Talking,Hospital,5_74_1175,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:47,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1351,Professional Communication,23:42:56,23:43:42,0:00:46,0:00:46,46,Doctor(s),Talking,ICU,5_77_1352,5_77_1350,1,2,5_77_1350,23:42:56,23:43:42,,,,,,,,,0:00:46,FALSE,,0,,,,0:00:46,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1154,Social,0:09:59,0:10:43,0:00:44,0:00:44,44,Doctor(s),Talking,Community,5_74_1155,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:44,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1324,Professional Communication,23:16:41,23:17:25,0:00:44,0:00:44,44,Doctor(s),Talking,Hospital,5_77_1326,5_77_1325,1,2,5_77_1325,23:16:56,23:17:25,,,,,,,,,0:00:29,FALSE,,0,,,,0:00:44,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1167,Professional Communication,0:36:46,0:37:27,0:00:41,0:00:41,41,Doctor(s),Talking,Hospital,5_74_1168,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:41,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1329,Nothing Happening,23:21:57,23:22:38,0:00:41,0:00:41,41,0,0,Nothing Happening,5_77_1330,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:41,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1318,Off-Screen,23:14:17,23:14:56,0:00:39,0:00:39,39,0,0,Off-Screen,5_77_1319,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:39,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1335,Off-Screen,23:32:20,23:32:56,0:00:36,0:00:36,36,0,0,Off-Screen,5_77_1336,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:36,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1357,Off-Screen,23:45:01,23:45:37,0:00:36,0:00:36,36,0,0,Off-Screen,5_77_1358,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:36,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1339,Professional Communication,23:35:34,23:36:08,0:00:34,0:00:34,34,Doctor(s),Talking,ICU,5_77_1340,5_77_1338,1,2,5_77_1338,23:35:34,23:36:08,,,,,,,,,0:00:34,FALSE,,0,,,,0:00:34,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1170,Professional Communication,0:41:27,0:41:58,0:00:31,0:00:31,31,Doctor(s),Talking,ICU,5_74_1172,5_74_1171,1,2,5_74_1171,0:41:31,0:41:58,,,,,,,,,0:00:27,FALSE,,0,,,,0:00:31,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1341,Professional Communication,23:40:07,23:40:38,0:00:31,0:00:31,31,Doctor(s),Talking,ICU,5_77_1343,5_77_1342,1,2,5_77_1342,23:40:10,23:40:38,,,,,,,,,0:00:28,FALSE,,0,,,,0:00:31,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1164,Direct Care,0:21:15,0:21:44,0:00:29,0:00:29,29,Doctor(s),Talking,ICU,5_74_1165,5_74_1163,1,2,5_74_1163,0:21:15,0:21:44,,,,,,,,,0:00:29,FALSE,,0,,,,0:00:29,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1325,In Transit,23:16:56,23:17:25,0:00:29,0:00:29,29,0,0,Hospital,5_77_1326,5_77_1324,1,2,5_77_1324,23:16:56,23:17:25,,,,,,,,,0:00:29,FALSE,,0,,,,0:00:29,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1344,Direct Care,23:41:36,23:42:05,0:00:29,0:00:29,29,Doctor(s),Talking,ICU,5_77_1346,5_77_1345,1,2,5_77_1345,23:41:39,23:42:05,,,,,,,,,0:00:26,FALSE,,0,,,,0:00:29,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1161,Professional Communication,0:11:42,0:12:10,0:00:28,0:00:28,28,Doctor(s),Talking,ICU,5_74_1162,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:28,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1342,Direct Care,23:40:10,23:40:38,0:00:28,0:00:28,28,Doctor(s),Talking,ICU,5_77_1343,5_77_1341,1,2,5_77_1341,23:40:10,23:40:38,,,,,,,,,0:00:28,FALSE,,0,,,,0:00:28,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1160,Off-Screen,0:11:15,0:11:42,0:00:27,0:00:27,27,0,0,Off-Screen,5_74_1161,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:27,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1171,Direct Care,0:41:31,0:41:58,0:00:27,0:00:27,27,Doctor(s),Talking,ICU,5_74_1172,5_74_1170,1,2,5_74_1170,0:41:31,0:41:58,,,,,,,,,0:00:27,FALSE,,0,,,,0:00:27,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1320,Off-Screen,23:15:03,23:15:30,0:00:27,0:00:27,27,0,0,Off-Screen,5_77_1321,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:27,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1345,Professional Communication,23:41:39,23:42:05,0:00:26,0:00:26,26,Doctor(s),Talking,ICU,5_77_1346,5_77_1344,1,2,5_77_1344,23:41:39,23:42:05,,,,,,,,,0:00:26,FALSE,,0,,,,0:00:26,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1346,Off-Screen,23:42:05,23:42:31,0:00:26,0:00:26,26,0,0,Off-Screen,5_77_1347,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:26,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1310,Professional Communication,23:11:48,23:12:10,0:00:22,0:00:22,22,Doctor(s),Talking,ICU,5_77_1312,5_77_1311,1,2,5_77_1311,23:11:58,23:12:10,,,,,,,,,0:00:12,FALSE,,0,,,,0:00:22,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1312,Off-Screen,23:12:10,23:12:29,0:00:19,0:00:19,19,0,0,Off-Screen,5_77_1313,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:19,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1158,Professional Communication,0:10:58,0:11:15,0:00:17,0:00:17,17,Doctor(s),Talking,ICU,5_74_1160,5_74_1159,1,2,5_74_1159,0:11:06,0:11:15,,,,,,,,,0:00:09,FALSE,,0,,,,0:00:17,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1315,Off-Screen,23:13:44,23:13:59,0:00:15,0:00:15,15,0,0,Off-Screen,5_77_1316,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1317,In Transit,23:14:02,23:14:17,0:00:15,0:00:15,15,0,0,Hospital,5_77_1318,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1336,Direct Care,23:32:56,23:33:11,0:00:15,0:00:15,15,Doctor(s),Talking,ICU,5_77_1337,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1358,Direct Care,23:45:37,23:45:52,0:00:15,0:00:15,15,Relative (Patient),Talking,Hospital,5_77_1359,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1311,Direct Care,23:11:58,23:12:10,0:00:12,0:00:12,12,Patient,Talking,ICU,5_77_1312,5_77_1310,1,2,5_77_1310,23:11:58,23:12:10,,,,,,,,,0:00:12,FALSE,,0,,,,0:00:12,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1347,Direct Care,23:42:31,23:42:43,0:00:12,0:00:12,12,Doctor(s),Talking,ICU,5_77_1349,5_77_1348,1,2,5_77_1348,23:42:34,23:42:43,,,,,,,,,0:00:09,FALSE,,0,,,,0:00:12,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1349,Off-Screen,23:42:43,23:42:55,0:00:12,0:00:12,12,0,0,Off-Screen,user,5_77_1350,1,2,5_77_1350,23:42:45,23:42:55,,,,,,,,,0:00:10,FALSE,,0,,,,0:00:12,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1323,Off-Screen,23:16:30,23:16:41,0:00:11,0:00:11,11,0,0,Off-Screen,5_77_1324,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:11,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1159,In Transit,0:11:06,0:11:15,0:00:09,0:00:09,9,0,0,ICU,5_74_1160,5_74_1158,1,2,5_74_1158,0:11:06,0:11:15,,,,,,,,,0:00:09,FALSE,,0,,,,0:00:09,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1348,Professional Communication,23:42:34,23:42:43,0:00:09,0:00:09,9,Doctor(s),Talking,ICU,5_77_1349,5_77_1347,1,2,5_77_1347,23:42:34,23:42:43,,,,,,,,,0:00:09,FALSE,,0,,,,0:00:09,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1168,In Transit,0:37:27,0:37:35,0:00:08,0:00:08,8,0,0,Hospital,5_74_1169,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:08,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1155,Professional Communication,0:10:43,0:10:50,0:00:07,0:00:07,7,Doctor(s),Talking,ICU,5_74_1156,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1307,In Transit,23:11:34,23:11:41,0:00:07,0:00:07,7,0,0,Hospital,5_77_1309,5_77_1308,1,2,5_77_1308,23:11:37,23:11:41,,,,,,,,,0:00:04,FALSE,,0,,,,0:00:07,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1309,Off-Screen,23:11:41,23:11:48,0:00:07,0:00:07,7,0,0,Off-Screen,5_77_1310,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1319,Professional Communication,23:14:56,23:15:03,0:00:07,0:00:07,7,Doctor(s),Talking,ICU,5_77_1320,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1356,In Transit,23:44:54,23:45:01,0:00:07,0:00:07,7,0,0,ICU,5_77_1357,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1355,Off-Screen,23:44:48,23:44:54,0:00:06,0:00:06,6,0,0,Off-Screen,5_77_1356,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1157,Off-Screen,0:10:53,0:10:58,0:00:05,0:00:05,5,0,0,Off-Screen,5_74_1158,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1328,Off-Screen,23:21:52,23:21:57,0:00:05,0:00:05,5,0,0,Off-Screen,5_77_1329,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1173,In Transit,0:46:31,0:46:35,0:00:04,0:00:04,4,0,0,Hospital,5_74_1174,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1175,In Transit,0:47:22,0:47:26,0:00:04,0:00:04,4,0,0,Hospital,5_74_1176,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1308,Professional Communication,23:11:37,23:11:41,0:00:04,0:00:04,4,Doctor(s),Talking,Hospital,5_77_1309,5_77_1307,1,2,5_77_1307,23:11:37,23:11:41,,,,,,,,,0:00:04,FALSE,,0,,,,0:00:04,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1330,Professional Communication,23:22:38,23:22:42,0:00:04,0:00:04,4,Doctor(s),Talking,Hospital,5_77_1331,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1156,In Transit,0:10:50,0:10:53,0:00:03,0:00:03,3,0,0,ICU,5_74_1157,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1316,Professional Communication,23:13:59,23:14:02,0:00:03,0:00:03,3,Doctor(s),Talking,Hospital,5_77_1317,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1331,In Transit,23:22:42,23:22:45,0:00:03,0:00:03,3,0,0,Hospital,5_77_1332,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1352,Off-Screen,23:43:42,23:43:44,0:00:02,0:00:02,2,0,0,Off-Screen,5_77_1353,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:02,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1533,Off-Screen,17:02:26,17:06:41,0:04:15,0:04:15,255,0,0,Off-Screen,4_98_1534,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:15,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1559,Off-Screen,17:24:37,17:28:51,0:04:14,0:04:14,254,0,0,Off-Screen,4_98_1560,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:14,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1548,Off-Screen,17:15:16,17:18:45,0:03:29,0:03:29,209,0,0,Off-Screen,4_98_1549,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:29,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1553,Off-Screen,17:19:20,17:22:37,0:03:17,0:03:17,197,0,0,Off-Screen,4_98_1554,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:17,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1542,Off-Screen,17:10:06,17:13:14,0:03:08,0:03:08,188,0,0,Off-Screen,4_98_1543,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:08,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1561,Off-Screen,17:29:17,17:32:15,0:02:58,0:02:58,178,0,0,Off-Screen,4_98_1562,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:58,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1568,Off-Screen,17:35:47,17:38:10,0:02:23,0:02:23,143,0,0,Off-Screen,session,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:23,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1523,Off-Screen,16:56:20,16:58:42,0:02:22,0:02:22,142,0,0,Off-Screen,4_98_1524,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:22,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1566,Off-Screen,17:33:42,17:35:35,0:01:53,0:01:53,113,0,0,Off-Screen,4_98_1567,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:53,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1555,Direct Care,17:22:40,17:23:40,0:01:00,0:01:00,60,Patient,Talking,ICU,4_98_1556,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:00,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1525,Off-Screen,16:59:21,17:00:20,0:00:59,0:00:59,59,0,0,Off-Screen,4_98_1526,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:59,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1547,Direct Care,17:14:20,17:15:16,0:00:56,0:00:56,56,Patient,Talking,ICU,4_98_1548,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:56,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1541,Direct Care,17:09:11,17:10:06,0:00:55,0:00:55,55,Patient,Talking,ICU,4_98_1542,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:55,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1534,Direct Care,17:06:41,17:07:33,0:00:52,0:00:52,52,Patient,Talking,ICU,4_98_1535,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:52,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1540,Off-Screen,17:08:21,17:09:11,0:00:50,0:00:50,50,0,0,Off-Screen,4_98_1541,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:50,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1527,Direct Care,17:00:57,17:01:41,0:00:44,0:00:44,44,Patient,Talking,ICU,4_98_1528,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:44,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1524,Social,16:58:42,16:59:21,0:00:39,0:00:39,39,Other,Talking,Community,4_98_1525,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:39,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1557,Social,17:23:44,17:24:22,0:00:38,0:00:38,38,Doctor(s),Talking,Hospital,4_98_1558,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:38,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1565,Professional Communication,17:33:04,17:33:42,0:00:38,0:00:38,38,Doctor(s),Talking,Hospital,4_98_1566,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:38,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1526,Professional Communication,17:00:20,17:00:57,0:00:37,0:00:37,37,Doctor(s),Talking,ICU,4_98_1527,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:37,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1546,Off-Screen,17:13:50,17:14:20,0:00:30,0:00:30,30,0,0,Off-Screen,4_98_1547,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:30,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1538,Professional Communication,17:07:47,17:08:16,0:00:29,0:00:29,29,Doctor(s),Talking,Hospital,4_98_1539,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:29,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1560,Direct Care,17:28:51,17:29:17,0:00:26,0:00:26,26,Patient,Talking,ICU,4_98_1561,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:26,,,TRUE
7/24/20,4,98,GA 1.8,Christina,F,16:56:20,17:38:10,4_98_1545,Social,17:13:28,17:13:50,0:00:22,0:00:22,22,Doctor(s),Talking,Hospital,4_98_1546,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:22,,,TRUE
